Id,SalePrice
1461,113962.31405883923
1462,153765.96711803201
1463,181569.07691959044
1464,195869.14296024563
1465,180662.6271976603
1466,172404.9759785384
1467,183578.09784859433
1468,172464.85018600023
1469,196336.39013509743
1470,114061.58472140937
1471,200045.4508575288
1472,98652.64097518312
1473,94898.91289374502
1474,151582.60102383266
1475,113466.97548083992
1476,323780.14580909954
1477,240936.73391340993
1478,287177.9131615528
1479,273143.5902072008
1480,415507.17701764655
1481,308277.11351626145
1482,204927.5659522258
1483,177846.06470920178
1484,153201.4251034387
1485,189071.28180682278
1486,200308.44204617452
1487,284569.93206448224
1488,250815.89648976128
1489,180222.45048246408
1490,227210.5457303829
1491,194764.66716282998
1492,93816.97468123156
1493,210325.19049526655
1494,277831.1445494229
1495,284354.96939265955
1496,213425.87936767025
1497,174899.9840619542
1498,155089.66053416743
1499,155575.02181675422
1500,149937.92622400535
1501,167638.0611359166
1502,138554.20664127698
1503,277813.8431236936
1504,245033.40829904046
1505,219296.43319025627
1506,192153.09256301308
1507,240175.71838396942
1508,201319.77526429534
1509,160346.43996989614
1510,138400.53763407056
1511,142446.12754231395
1512,165927.62773733243
1513,144682.95627275016
1514,163590.56283907397
1515,213003.8552716277
1516,159266.4904272351
1517,179247.76366406484
1518,130251.49625029843
1519,217974.32637436045
1520,124639.84252665802
1521,121552.70849721051
1522,175470.51571172313
1523,103204.30971682395
1524,119585.19204584892
1525,116565.1913305389
1526,109481.16376205237
1527,97989.78068659152
1528,155562.9282408366
1529,136569.10931965796
1530,198719.27754651482
1531,105271.83121593305
1532,100732.96681203185
1533,142241.24369136215
1534,126956.95254547145
1535,161872.02866473616
1536,107569.07611327826
1537,57950.50776534685
1538,169856.00625673492
1539,195024.69638479434
1540,94215.19119158725
1541,151230.01116465416
1542,142178.08648408388
1543,184477.60807460017
1544,87769.54413754641
1545,123821.04120764048
1546,127581.00131289115
1547,131625.69460480002
1548,132771.75715339783
1549,112701.11101262823
1550,121178.93558304751
1551,122056.96241035307
1552,117174.74628596661
1553,139596.26186242315
1554,116295.82405040582
1555,158045.48926368196
1556,85931.21721569296
1557,103147.69910559437
1558,97083.66560077264
1559,64704.15052652845
1560,141694.57840301143
1561,117574.0447422735
1562,127340.10633787974
1563,116989.22647459555
1564,156443.5202966058
1565,139802.48546601727
1566,257139.89664975804
1567,77914.4154890935
1568,218306.12803684396
1569,111372.78521164139
1570,145641.35439358203
1571,122660.32731748959
1572,147105.5946416629
1573,254501.98056970758
1574,115332.63867667376
1575,226459.92898997717
1576,251480.60385201953
1577,178049.0556496685
1578,141977.28304334695
1579,140668.3264944572
1580,202045.878921611
1581,157491.1355987458
1582,125211.40302726289
1583,310679.8601756433
1584,219796.15024031926
1585,139618.19447996968
1586,76107.2787715857
1587,93235.65589035419
1588,141093.43311806294
1589,102578.3295173116
1590,143587.8653636845
1591,83559.87799878369
1592,126493.51309796123
1593,119046.21717033327
1594,130902.99187932089
1595,94213.62905983208
1596,201689.4209679799
1597,168284.11060056518
1598,201314.76745220114
1599,182990.35703333592
1600,172793.80157256188
1601,60051.1653044108
1602,104977.12537117198
1603,84338.15897475494
1604,238688.78929100325
1605,269060.2294929441
1606,175880.6104088393
1607,187274.65807207022
1608,218532.7816471821
1609,182128.02128232658
1610,144195.15283232337
1611,149803.56401842335
1612,169133.74709170611
1613,167014.39235847056
1614,122839.59062658514
1615,86336.0081473228
1616,74606.76234015205
1617,91396.75809430612
1618,123009.33820171848
1619,149561.92361077367
