Dataset,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
train,0,0.4194183692269384,-0.040039029785144765,-0.10371896625678524,0.6461833962946006,-0.5072842015265535,1.0462575960103884,0.896832928430717,1.222669673751519,0.7835682473670931,-0.3252684819457343,0.019119736108226967,-0.7772866773847716,1.1968755056429499,0.5646268808119894,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,0.986849366836289,-0.9243112113157019,0.9892892583653186,0.30641784773000924,0.3488882605267744,-0.9451264678448967,0.8329786925764129,-1.5521835341880752,0.15764552917621685
train,1,-1.120844891911296,0.5988010053438477,0.14654351062342713,-0.06318453668168356,2.188278755250165,0.15476400268786517,-0.39560419033923755,-0.7934612155013139,0.8927480434192638,0.014590837348363276,0.34714234235580693,0.4248648844426703,-0.8636097050232227,-0.37037073735884096,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.28775828882527155,0.6236316606467388,-0.009389580649256239,0.30641784773000924,-0.059803779284765005,1.2542115363277633,-1.0831693937653006,-0.4469248572580886,-0.6029615777083905
train,2,0.4194183692269384,0.09862474133727635,0.45762904480007455,0.6461833962946006,-0.5072842015265535,0.9802210335420534,0.8489648869947928,1.1503720434969102,0.6585345975747804,0.24083411125419085,0.08003887972618935,-0.5540275414267785,1.2011293342837714,0.698476709481643,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.28775828882527155,0.6236316606467388,0.9153130480679427,0.30641784773000924,0.6275419240346423,-0.9451264678448967,0.6630825407850955,1.0267533786485603,0.15764552917621685
train,3,0.6386905703425739,-0.2857897713455038,0.1363013508840948,0.6461833962946006,-0.5072842015265535,-1.859351152596354,-0.682812438954783,-0.7934612155013139,0.3873915738375054,0.3575109616547974,-0.08582750221367906,-0.4190145586836091,1.159720117923866,0.5772012683354819,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,0.3495455390055087,0.6236316606467388,0.8043487326218788,1.6198300320529118,0.7854456666891007,-0.9451264678448967,0.580588631942152,-1.5521835341880752,-1.3635686845929977
train,4,0.4194183692269384,0.7491636642697552,0.9226623791924926,1.3555513292708847,-0.5072842015265535,0.9472027523078859,0.7532288041229442,1.4430817510633183,0.7584553337879849,0.3056258482435798,0.26491641380181924,0.12351971325260619,1.2607389842827044,1.3374304676063304,1.0873340846696231,0.7813658143509358,1.2325988725051025,1.3856554504222593,1.6241531946670693,0.6236316606467388,0.8783249429192548,1.6198300320529118,1.6864258453645398,1.0853180734665626,0.9794670287980325,2.132012055578547,0.15764552917621685
train,5,0.1607968622526539,0.7856485388161226,0.9026158131623461,-0.7725524696579678,-0.5072842015265535,0.7160747836687131,0.513888596943323,-0.7934612155013139,0.7956819814166469,-0.7762456235502516,-0.04227402672334869,-1.0022852185485387,1.0715140130473644,-0.13569347019478725,1.0873340846696231,-1.0273628233099534,1.2325988725051025,-2.2615296350444445,-0.9250621166560519,-0.9243112113157019,0.619408206878439,0.30641784773000924,0.03308077521785759,0.4876392586086909,0.5111639611744495,1.3951729376252227,0.9182526360608242
train,6,-1.120844891911296,0.4000445423389187,0.2430174687224818,1.3555513292708847,-0.5072842015265535,1.0792758772445559,0.9925690113025655,1.2027895840105358,1.0054609607488543,0.07321046558536809,0.5919806683952568,1.3368243522984473,-0.8636097050232227,0.5356911659624616,1.0873340846696231,0.7813658143509358,-0.7563210328804112,0.16992708860002484,0.3495455390055087,0.6236316606467388,1.0262773635140066,0.30641784773000924,0.7575803003383138,1.194306952819731,0.8020151867394849,0.6583338196718981,-0.6029615777083905
train,7,0.4194183692269384,0.09862474133727635,0.30013984055231074,0.6461833962946006,0.39123678406568596,0.05570915898536259,-0.5392083146470102,1.2995999433442853,0.8492777589725915,-0.1312553685233336,0.23639383859372443,0.01898893494438153,1.2397645819220682,1.1823297101683339,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,0.3495455390055087,2.1715745326091795,-0.12035389609532011,0.30641784773000924,0.05165768611838211,1.1629222800269106,1.3882004317637675,1.7635924966018848,0.9182526360608242
train,8,0.1607968622526539,-0.7837434337524656,-0.7364428866463765,0.6461833962946006,-0.5072842015265535,-1.3310586528496735,-1.6401732676732679,-0.7934612155013139,-1.4171378684865077,0.6604455164083455,0.10892841171995314,-0.22843362999683742,1.1581031220125853,0.67772544067107,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,0.986849366836289,2.1715745326091795,-1.6738543123402143,0.30641784773000924,-0.02264995748371597,0.7952477006630067,-1.0831693937653006,-0.8153444162347508,0.15764552917621685
train,9,2.068082937873149,-0.8443166226925894,-0.3586666163289099,-0.7725524696579678,0.39123678406568596,-1.0669124029763333,-1.6401732676732679,-0.7934612155013139,0.8461429623790243,-0.36192906100373157,0.1428535099634363,-0.06609973065147692,-0.8636097050232227,-0.8581603259263497,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.9250621166560519,2.1715745326091795,-1.3779494711507108,-1.0069943365928933,-1.244081849193203,-0.9451264678448967,-0.3359387275744517,-1.9206030931647375,0.15764552917621685
train,10,-1.120844891911296,0.18775712546860515,0.44889228540445414,-0.7725524696579678,-0.5072842015265535,-0.20843709088797763,-0.9221526461344042,-0.7934612155013139,0.8671255198411547,-0.385195123909722,0.183634777304471,-0.1743647752006907,-0.8636097050232227,-0.965725229614525,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.9250621166560519,-0.9243112113157019,-0.41625873728482377,-1.0069943365928933,-0.41276508639473086,-0.9451264678448967,-1.0831693937653006,-1.5521835341880752,0.15764552917621685
train,11,0.4194183692269384,0.7856485388161226,0.5717534642471481,2.064919262247169,-0.5072842015265535,1.1122941584787234,1.0404370527384896,1.3662618423667638,0.899531303794505,-0.23725321475882793,0.2867739448625108,0.22202105008127945,1.2854802860277479,1.5090299460696657,1.0873340846696231,2.590094452011825,-0.7563210328804112,1.3856554504222593,2.89876085032863,2.1715745326091795,1.0632654686626946,1.6198300320529118,1.2220030728514268,0.9828917165488104,0.35194139479188397,0.28991426069523585,-1.3635686845929977
train,12,-1.120844891911296,0.09862474133727635,0.7363782808765889,-0.7725524696579678,0.39123678406568596,-0.3074919345904802,-1.0657567704421769,-0.7934612155013139,0.7979622131354823,-0.24329887387342453,0.07265964527844888,-0.5810712818504082,-0.8636097050232227,-1.369801599778904,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-1.562365944486832,-0.9243112113157019,-0.5272230527308877,-1.0069943365928933,-0.561380373598927,0.9641978786392684,-1.0831693937653006,1.0267533786485603,0.15764552917621685
train,13,-1.120844891911296,0.996026300767243,0.3504967582374804,0.6461833962946006,-0.5072842015265535,1.145312439712891,1.088305094174414,1.3919692987818437,-1.4171378684865077,0.9013539597340418,0.4897816201197797,0.9476155341722063,-0.8636097050232227,0.14899932825387335,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,0.16992708860002484,0.3495455390055087,0.6236316606467388,1.1002535738113826,1.6198300320529118,1.7050027562650643,1.0153746037992044,0.5540510940091468,0.6583338196718981,-0.6029615777083905
train,14,-1.120844891911296,0.09862474133727635,0.3992340224910757,-0.06318453668168356,-0.5072842015265535,-0.37352849705881525,-1.1614928533140254,1.2524691132497936,0.7961392695502799,0.33735659615509284,0.3410934056074791,0.4026964770801933,-0.8636097050232227,-0.39239578351102855,1.0873340846696231,-1.0273628233099534,1.2325988725051025,-1.0458012732222097,-0.9250621166560519,0.6236316606467388,-0.6011992630282635,-1.0069943365928933,-0.561380373598927,-0.9451264678448967,1.4081487251205511,-0.4469248572580886,0.15764552917621685
train,15,0.011755107105526463,-0.7837434337524656,-0.7364428866463765,0.6461833962946006,2.188278755250165,-1.3970952153180085,0.8010968455588685,-0.7934612155013139,-1.4171378684865077,0.5884398124775018,-0.0049057195648292235,-0.7845293654574707,-0.8636097050232227,-1.5719439372147528,-0.8189290943998241,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.9250621166560519,-0.9243112113157019,0.5454319965810631,0.30641784773000924,0.47892663683044606,0.5564107681344481,1.1116646671376642,0.28991426069523585,-0.6029615777083905
train,16,-1.120844891911296,0.09862474133727635,0.4560592971690026,-0.06318453668168356,1.2897577696579254,-0.04334568471713999,-0.682812438954783,1.1903446304503749,0.7165752598420161,0.23090277945049828,0.1538660961605384,-0.2834623369209074,-0.8636097050232227,-1.0741172666557648,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.9250621166560519,0.6236316606467388,-0.231318211541384,0.30641784773000924,0.03308077521785759,-0.9451264678448967,-1.0831693937653006,-1.183763975211413,1.6788597429454315
train,17,0.9971671062784773,0.27441328703443496,0.3759257721068094,-1.4819204026342518,-0.5072842015265535,-0.14240052841964257,-0.8264165632625557,-0.7934612155013139,-1.4171378684865077,-3.0096894962473586,-5.693204031353993,0.5072099989011789,-0.8636097050232227,-0.28855814177176814,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,-0.28775828882527155,-0.9243112113157019,-0.3422825269874479,0.30641784773000924,0.20027297332257826,-0.9451264678448967,-1.0831693937653006,1.3951729376252227,-1.3635686845929977
train,18,-1.120844891911296,0.006870443865554192,0.8433663016880021,-0.7725524696579678,-0.5072842015265535,1.0792758772445559,0.9447009698666412,-0.7934612155013139,0.7538216650922154,0.28109911017814027,0.24172077989482257,0.03851134188497178,-0.8636097050232227,-0.7542257643238298,1.0873340846696231,-1.0273628233099534,1.2325988725051025,0.16992708860002484,-0.28775828882527155,-0.9243112113157019,1.0262773635140066,0.30641784773000924,0.47892663683044606,-0.9451264678448967,1.0686449774092532,-0.07850529828142637,0.15764552917621685
train,19,-1.120844891911296,0.18775712546860515,-0.322005509601217,-0.7725524696579678,0.39123678406568596,-0.4395650595271503,-0.9221526461344042,-0.7934612155013139,0.6707084625780738,0.3424668082491895,0.17464943619552323,0.6083144257618973,-0.8636097050232227,-0.18810754866479548,-0.8189290943998241,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.28775828882527155,-0.9243112113157019,-0.6751754733256394,-1.0069943365928933,-0.8307455816565326,-0.9451264678448967,-1.0831693937653006,-0.4469248572580886,0.9182526360608242
train,20,0.4194183692269384,1.3179013961352597,0.9164629268325234,1.3555513292708847,-0.5072842015265535,1.1122941584787234,1.0404370527384896,1.4743789065163573,-1.4171378684865077,0.7651507907469831,0.27445743643056486,0.15848606933941983,1.3051278405937408,1.5771529997615155,-0.8189290943998241,2.590094452011825,1.2325988725051025,1.3856554504222593,1.6241531946670693,0.6236316606467388,1.0632654686626946,1.6198300320529118,1.765377716691769,1.1710110196489936,1.2583946273652986,1.7635924966018848,-1.3635686845929977
train,21,0.011755107105526463,-0.4431048459431505,-0.35101605921290735,0.6461833962946006,1.2897577696579254,-1.364076934083841,-1.6401732676732679,-0.7934612155013139,-1.4171378684865077,0.4457484241308802,-0.23048715752782079,0.02178538897700384,-0.8636097050232227,-0.7708435519128859,-0.8189290943998241,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.28775828882527155,0.6236316606467388,-1.7108424174889023,-1.0069943365928933,-0.8957647698083684,-0.9451264678448967,-1.0831693937653006,-0.07850529828142637,-0.6029615777083905
