Id,SalePrice
1461,116450.80977762396
1462,155360.39535433683
1463,179999.33469262405
1464,199542.978016072
1465,183760.7251969382
1466,175615.89597365772
1467,190238.92697807692
1468,165216.42535861116
1469,205496.40744920145
1470,112701.1149275046
1471,198559.4002320051
1472,100517.20596387018
1473,94674.83464382487
1474,150620.85014208782
1475,110027.76085943605
1476,314944.9231872918
1477,236934.0597508429
1478,290403.820467929
1479,273874.9109811118
1480,414403.5589361411
1481,304365.47105138726
1482,211405.2306640777
1483,180017.34061757833
1484,161004.0948075393
1485,203307.19523075552
1486,201739.9434305086
1487,280451.8525727525
1488,245454.1471372566
1489,181008.23911214017
1490,210231.74781234763
1491,195740.68409912285
1492,94374.30487894906
1493,209936.31912358262
1494,286926.3466651198
1495,280392.78734298446
1496,210991.0218452883
1497,172785.70287838258
1498,154945.64906776792
1499,158898.8032274023
1500,147124.82705417616
1501,161304.29184118012
1502,143890.4553717881
1503,277551.45039398887
1504,243910.54065165258
1505,221234.7912936048
1506,194129.66628005338
1507,236373.15014264637
1508,200276.38168562754
1509,166281.475989493
1510,140519.01784342868
1511,138240.7711902799
1512,164579.21061584473
1513,151967.3834180075
1514,157708.5407594866
1515,209783.70241309938
1516,162113.48158032759
1517,173526.35681763024
1518,134919.89574813686
1519,215136.2878672766
1520,120297.53493108267
1521,122405.54815273476
1522,179617.13213014128
1523,98570.52401814499
1524,124418.08158264337
1525,114059.67315655453
1526,113232.52854201444
1527,102187.50755385362
1528,150513.4984279815
1529,134182.1633405522
1530,192216.2856896244
1531,109013.38866602475
1532,101725.26224107589
1533,146968.87361730012
1534,123671.22176989124
1535,155177.20581248522
1536,107428.50809409855
1537,63777.3894604759
1538,172028.45825257956
1539,210207.23029703845
1540,101501.95889608731
1541,151824.85028399277
1542,135003.01214542135
1543,183761.65658112333
1544,87806.97036911157
1545,122682.9467281221
1546,134141.63301080474
1547,127548.38589761726
1548,137497.5574442903
1549,116178.11416124762
1550,122156.15137292353
1551,116553.45675329365
1552,116044.29036215457
1553,136323.28388986576
1554,114999.47192527054
1555,162616.5859721722
1556,86071.60940579374
1557,97223.91626219187
1558,96465.16705991141
1559,77602.37164088886
1560,140536.90121835118
1561,126522.9217917737
1562,124475.71851033147
1563,112662.31150448597
1564,156697.32981220935
1565,146271.16741320677
1566,260063.26179639614
1567,77308.61389583147
1568,209493.92837049588
1569,110590.19149512777
1570,148495.19659270285
1571,128437.61727667578
1572,142815.14520282086
1573,250439.00981190408
1574,119242.7418867145
1575,221697.46927612348
1576,249925.06688806164
1577,184751.44145440304
1578,142818.01994286364
1579,140354.37585837278
1580,205868.05931208728
1581,158573.28182888596
1582,123339.48170028537
1583,307163.6211725301
1584,214361.00528008403
1585,137515.28404617083
1586,68418.38484453213
1587,105911.6025702978
1588,139919.47705449004
1589,98758.40458435487
1590,141321.6998253331
1591,84600.13729692006
1592,123916.70496706537
1593,122755.06796201906
1594,121909.29052835466
1595,97299.85983275874
1596,198459.31593978815
1597,170882.3017670199
1598,220601.99974322988
1599,184369.3793229335
1600,178668.52954866126
1601,60740.67391674437
1602,108256.1736872231
1603,82966.20831287149
1604,233598.68905423803
1605,267433.5817021774
1606,180433.88214584385
1607,182700.3615278981
1608,228781.57549396798
1609,183093.23794687758
1610,152254.05541270672
1611,150991.74139970922
1612,161183.66050179175
1613,164022.95609380287
1614,114863.09141497113
1615,90349.03144928455
1616,73940.18391115828
1617,92614.32653953672
1618,120654.37806678217
1619,143017.98169017315
1620,160485.7883986343
1621,141104.8183571412
1622,130131.5717982971
1623,275534.1361710996
1624,210309.4798408893
1625,117722.38739815545
1626,178379.70035133368
1627,192297.40063477377
1628,285412.8945358655
1629,198756.72151682616
1630,316004.3881788249
1631,220258.73844084446
1632,238424.3761800275
1633,186824.04720844372
1634,191896.63627077057
1635,183270.29289801276
1636,155108.31184144187
1637,187802.88547774378
1638,211867.9498361092
1639,203509.9518263207
1640,273702.9311792613
1641,195498.87285755496
1642,225467.52460763912
1643,221546.2244117206
1644,237581.6424466113
1645,200320.32439914756
1646,166740.55366205567
1647,176095.45913271906
1648,128316.61616302765
1649,136930.73774250931
1650,114780.80510162286
1651,121948.59459100642
1652,104144.1066034109
1653,108219.75532647793
1654,147760.72863962746
1655,141515.2889376349
1656,143116.79456184054
1657,149292.45367502133
1658,145308.30256528495
1659,120047.98697021863
1660,152657.9970540479
1661,409542.5231473344
1662,361845.2289503229
1663,342265.90225601813
1664,481936.73915277806
1665,285674.808288013
1666,310785.8024914932
1667,334786.53380892525
1668,315243.95263801125
1669,299323.12797482114
1670,326959.9820322358
1671,252274.56990879172
1672,387167.3476214728
1673,283641.5147919198
1674,245829.0906569711
1675,184072.89632002858
1676,185414.53341699298
1677,216386.52457472737
1678,432104.6091881765
1679,335428.85378018254
1680,292308.1023635557
1681,230723.57840836787
1682,293055.68060473783
1683,178401.84996697362
1684,192053.8676717649
1685,174484.6171813363
1686,171554.54415993305
1687,180590.01576291292
1688,195642.58268979908
1689,199106.34667958558
1690,207549.12881868158
1691,197360.42894552823
1692,274424.3508010989
1693,182803.64493512298
1694,188244.66200608294
1695,175581.37652065992
1696,276656.5186558101
1697,184519.6568079969
1698,334560.6465339862
1699,303154.23060904874
1700,236295.54384694382
1701,270562.44870628277
1702,248860.68733700024
1703,258206.336222432
1704,279895.01943730033
1705,233351.62779472978
