Id,SalePrice
1461,113784.52305355186
1462,160080.65914685055
1463,190734.15908233065
1464,197117.84028841028
1465,201136.27969115105
1466,166815.088422061
1467,174034.74556560203
1468,164106.98781987428
1469,191344.41919334332
1470,113680.53803260344
1471,183505.64151388788
1472,90099.37561876535
1473,93369.6954074371
1474,153519.81131617364
1475,109612.71192362139
1476,354612.20111871394
1477,270957.55200222676
1478,306480.59382134164
1479,310503.2466984426
1480,444372.40987253195
1481,330539.3705690586
1482,216860.76819331592
1483,176802.15393476115
1484,163779.4864334556
1485,195636.18423369311
1486,190856.43575915784
1487,308486.6268324882
1488,243336.29854792316
1489,199643.50228632582
1490,236555.05596133764
1491,188992.7201623583
1492,94353.60841694388
1493,207341.40899494235
1494,319357.0737007308
1495,291389.3607675291
1496,215901.58060291616
1497,179103.30448852046
1498,166912.81179050534
1499,165714.6043809358
1500,152735.00393167313
1501,172897.01220338137
1502,141272.31704177757
1503,303095.1513794983
1504,248245.84615050358
1505,229430.94462716824
1506,187486.38613080906
1507,245311.54282194757
1508,203241.11545910573
1509,161997.8514607091
1510,142368.20244241453
1511,150104.2383206515
1512,162879.88046652175
1513,146210.96869134958
1514,173574.4183176313
1515,208905.66860673163
1516,152656.48188407734
1517,181958.9686553085
1518,127588.96908630087
1519,213666.87202216435
1520,130268.91254609759
1521,130588.96023110597
1522,169895.89567962248
1523,112438.09415174104
1524,127055.20212806342
1525,123105.0774458238
1526,112868.2765252416
1527,107626.26814759058
1528,143107.71719633188
1529,153969.300834517
1530,175610.5823683611
1531,100444.94369611604
1532,90255.15497358779
1533,141246.77573200778
1534,126394.63894235538
1535,150359.7610537762
1536,102558.71657986846
1537,66198.41833825242
1538,157635.84561246436
1539,183762.20048542926
1540,102186.93047549982
1541,137716.63111052438
1542,147076.7724378656
1543,193314.71990596288
1544,91586.44992614418
1545,131429.28328968358
1546,138539.68591680497
1547,132188.69456261623
1548,142256.00125396237
1549,121632.38475536385
1550,136803.43766794176
1551,110998.91795296482
1552,126982.0307193375
1553,133967.16237358257
1554,112337.3416631813
1555,163136.2856184925
1556,84996.36496883736
1557,110522.8981646682
1558,102828.85717965785
1559,77451.26759877043
1560,131406.11521505108
1561,132432.73960047128
1562,127352.58979599162
1563,118599.68193751996
1564,164861.1368426967
1565,145897.1625349143
1566,259939.56727803726
1567,77085.67513371003
1568,233400.4063083653
1569,125005.03011752346
1570,140619.56593828375
1571,127099.60429124873
1572,150708.11479801455
1573,274612.75869881036
1574,114167.04404423341
1575,216113.77866367457
1576,224659.36559225037
1577,179531.35632337668
1578,142129.4292647404
1579,154801.66557254957
1580,200715.87872346202
1581,170597.46032365065
1582,126920.91801609774
1583,311424.1481711214
1584,216375.03370192385
1585,133092.55610108963
1586,70039.63525481573
1587,104314.75803257551
1588,147228.21181631723
1589,104856.46108885619
1590,139420.39746894536
1591,87399.61307787294
1592,129638.64209988137
1593,118366.77919320985
1594,148276.74185183112
1595,99227.79912333438
1596,223327.76733623564
1597,207375.41340056417
1598,248479.72208548637
1599,158146.22620929437
1600,154071.2381014367
1601,59788.38738210266
1602,98285.75802566878
1603,82598.01149141786
1604,238745.48381210706
1605,243310.89028188278
1606,166835.35167731368
1607,170080.51572613517
1608,214319.82195637134
1609,188935.04430595823
1610,147955.44806768355
1611,140294.45688428506
1612,165966.19248791065
1613,160590.9400909819
1614,116539.44013907606
1615,86295.92566778786
1616,73724.17181625804
1617,89017.67589654685
1618,127526.11657706618
1619,149232.4888865575
1620,154448.86796895842
1621,131029.2727866545
1622,129556.44052743903
1623,263689.2185766849
1624,213462.87413082062
1625,120337.39427045894
1626,167915.0237564997
