MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
0.4194183692269384,-0.040039029785144765,-0.10371896625678524,0.6461833962946006,-0.5072842015265535,1.0462575960103884,0.896832928430717,1.222669673751519,0.7835682473670931,-0.3252684819457343,0.019119736108226967,-0.7772866773847716,1.1968755056429499,0.4135472163019127,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,0.986849366836289,-0.9861717647205496,0.9860876493010599,0.30641784773000924,0.3488882605267744,-0.7407604083206012,0.20000600898329907,-1.5521835341880752,0.15764552917621685
-1.120844891911296,0.5988010053438477,0.14654351062342713,-0.06318453668168356,2.188278755250165,0.15476400268786517,-0.39560419033923755,-0.7934612155013139,0.8927480434192638,0.014590837348363276,0.34714234235580693,0.4248648844426703,-0.8636097050232227,-0.4718906513878417,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.28775828882527155,0.7697053609874892,-0.0025132835165073233,0.30641784773000924,-0.059803779284765005,1.6148793004689124,-0.7028427666170877,-0.4469248572580886,-0.6029615777083905
0.4194183692269384,0.09862474133727635,0.45762904480007455,0.6461833962946006,-0.5072842015265535,0.9802210335420534,0.8489648869947928,1.1503720434969102,0.6585345975747804,0.24083411125419085,0.08003887972618935,-0.5540275414267785,1.2011293342837714,0.5637554259992817,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.28775828882527155,0.7697053609874892,0.9133160604686229,0.30641784773000924,0.6275419240346423,-0.7407604083206012,-0.08120918341682137,1.0267533786485603,0.15764552917621685
0.6386905703425739,-0.2857897713455038,0.1363013508840948,0.6461833962946006,-0.5072842015265535,-1.859351152596354,-0.682812438954783,-0.7934612155013139,0.3873915738375054,0.3575109616547974,-0.08582750221367906,-0.4190145586836091,1.159720117923866,0.4273821829845651,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,0.3495455390055087,0.7697053609874892,0.8040222531922494,1.6198300320529118,0.7854456666891007,-0.7407604083206012,-0.18481478061686574,-1.5521835341880752,-1.3635686845929977
0.4194183692269384,0.7491636642697552,0.9226623791924926,1.3555513292708847,-0.5072842015265535,0.9472027523078859,0.7532288041229442,1.4430817510633183,0.7584553337879849,0.3056258482435798,0.26491641380181924,0.12351971325260619,1.2607389842827044,1.3780420364639665,1.0873340846696231,0.7813658143509358,1.2325988725051025,1.3856554504222593,1.6241531946670693,0.7697053609874892,0.8769029994261374,1.6198300320529118,1.6864258453645398,0.7769671892887499,0.5404243997834449,2.132012055578547,0.15764552917621685
0.1607968622526539,0.7856485388161226,0.9026158131623461,-0.7725524696579678,-0.5072842015265535,0.7160747836687131,0.513888596943323,-0.7934612155013139,0.7956819814166469,-0.7762456235502516,-0.04227402672334869,-1.0022852185485387,1.0715140130473644,-0.2742482702070929,1.0873340846696231,-1.0273628233099534,1.2325988725051025,-2.2615296350444445,-0.9250621166560519,-0.9861717647205496,0.621500895184692,0.30641784773000924,0.03308077521785759,-0.42456715881865303,-0.25881877861689745,1.3951729376252227,0.9182526360608242
-1.120844891911296,0.4000445423389187,0.2430174687224818,1.3555513292708847,-0.5072842015265535,1.0792758772445559,0.9925690113025655,1.2027895840105358,1.0054609607488543,0.07321046558536809,0.5919806683952568,1.3368243522984473,-0.8636097050232227,0.3819244353129929,1.0873340846696231,0.7813658143509358,-0.7563210328804112,0.16992708860002484,0.3495455390055087,0.7697053609874892,1.0224462133679382,0.30641784773000924,0.7575803003383138,1.274971557254318,0.1408028105832737,0.6583338196718981,-0.6029615777083905
0.4194183692269384,0.09862474133727635,0.30013984055231074,0.6461833962946006,0.39123678406568596,0.05570915898536259,-0.5392083146470102,1.2995999433442853,0.8492777589725915,-0.1312553685233336,0.23639383859372443,0.01898893494438153,1.2397645819220682,1.164588264788758,1.0873340846696231,0.7813658143509358,1.2325988725051025,0.16992708860002484,0.3495455390055087,1.7968276354007398,-0.11319020708014428,0.30641784773000924,0.05165768611838211,1.116874932503344,2.3165203517842055,1.7635924966018848,0.9182526360608242
0.1607968622526539,-0.7837434337524656,-0.7364428866463765,0.6461833962946006,-0.5072842015265535,-1.3310586528496735,-1.6401732676732679,-0.7934612155013139,-1.4171378684865077,0.6604455164083455,0.10892841171995314,-0.22843362999683742,1.1581031220125853,0.5400383402575919,-0.8189290943998241,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,0.986849366836289,1.7968276354007398,-1.680578361626941,0.30641784773000924,-0.02264995748371597,-0.029325596941217873,-0.7028427666170877,-0.8153444162347508,0.15764552917621685
2.068082937873149,-0.8443166226925894,-0.3586666163289099,-0.7725524696579678,0.39123678406568596,-1.0669124029763333,-1.6401732676732679,-0.7934612155013139,0.8461429623790243,-0.36192906100373157,0.1428535099634363,-0.06609973065147692,-0.8636097050232227,-0.8375290565722269,1.0873340846696231,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.9250621166560519,1.7968276354007398,-1.3794178497839387,-1.0069943365928933,-1.244081849193203,-0.7407604083206012,-0.6436395682170623,-1.9206030931647375,0.15764552917621685
